path,campaign,rows,n_columns,size_kb,mtime,config_sidecar,has_splits_hash,has_coordinate,status_counts
c2/c2_2.parquet,c2,3,6,3.9,2026-07-19T22:11:35,False,False,False,
c2/c2_3.parquet,c2,3,6,3.9,2026-07-19T22:11:35,False,False,False,
c2/c2_4.parquet,c2,3,6,3.9,2026-07-19T22:11:35,False,False,False,
c2/c2_5.parquet,c2,3,6,3.9,2026-07-19T22:11:35,False,False,False,
c2/c2_6.parquet,c2,3,6,3.9,2026-07-19T22:11:35,False,False,False,
c2/c2_7.parquet,c2,3,6,3.9,2026-07-19T22:11:35,False,False,False,
c3/c3_german_0.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_german_1.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_german_2.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_german_3.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_german_4.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_gmsc_0.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_gmsc_1.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_gmsc_2.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_gmsc_3.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_gmsc_4.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_synthetic-smooth_0.parquet,c3,9,9,5.7,2026-07-14T21:26:28,False,False,False,
c3/c3_taiwan_0.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_taiwan_1.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_taiwan_2.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_taiwan_3.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3/c3_taiwan_4.parquet,c3,9,9,5.7,2026-07-15T02:54:36,False,False,False,
c3_baf/c3_baf_0.parquet,c3_baf,13,9,5.7,2026-07-16T15:50:51,False,False,False,
c3_baf/c3_baf_1.parquet,c3_baf,13,9,5.7,2026-07-16T15:50:51,False,False,False,
c3_baf/c3_baf_2.parquet,c3_baf,13,9,5.7,2026-07-16T15:50:51,False,False,False,
c3_baf/c3_baf_3.parquet,c3_baf,13,9,5.7,2026-07-16T15:50:51,False,False,False,
c3_baf/c3_baf_4.parquet,c3_baf,13,9,5.7,2026-07-16T15:50:51,False,False,False,
c3_baf_ft/c3_baf_0.parquet,c3_baf_ft,4,9,5.5,2026-07-16T18:08:04,False,False,False,
c3_baf_ft/c3_baf_1.parquet,c3_baf_ft,4,9,5.5,2026-07-16T18:08:04,False,False,False,
c3_baf_ft/c3_baf_2.parquet,c3_baf_ft,4,9,5.5,2026-07-16T18:08:04,False,False,False,
c3_baf_ft/c3_baf_3.parquet,c3_baf_ft,4,9,5.5,2026-07-16T18:08:04,False,False,False,
c3_baf_ft/c3_baf_4.parquet,c3_baf_ft,4,9,5.5,2026-07-16T18:08:04,False,False,False,
c3_baf_tok/c3_baf_0.parquet,c3_baf_tok,9,10,6.2,2026-07-18T17:54:23,False,False,False,
c3_baf_tok/c3_baf_1.parquet,c3_baf_tok,9,10,6.2,2026-07-18T17:54:23,False,False,False,
c3_baf_tok/c3_baf_2.parquet,c3_baf_tok,9,10,6.2,2026-07-18T17:54:23,False,False,False,
c3_baf_tok/c3_baf_3.parquet,c3_baf_tok,9,10,6.2,2026-07-18T17:54:23,False,False,False,
c3_baf_tok/c3_baf_4.parquet,c3_baf_tok,9,10,6.2,2026-07-18T17:54:23,False,False,False,
c3_expansion/c3_adult_0.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_adult_1.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_adult_2.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_adult_3.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_adult_4.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_diabetes_0.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_diabetes_1.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_diabetes_2.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_diabetes_3.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_diabetes_4.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_higgs-small_0.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_higgs-small_1.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_higgs-small_2.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_higgs-small_3.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_expansion/c3_higgs-small_4.parquet,c3_expansion,13,9,5.8,2026-07-16T15:50:51,False,False,False,
c3_frozen/c3_adult_0.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_adult_1.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_adult_2.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_adult_3.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_adult_4.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_gmsc_0.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_gmsc_1.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_gmsc_2.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_gmsc_3.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_gmsc_4.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_taiwan_0.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_taiwan_1.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_taiwan_2.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_taiwan_3.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_frozen/c3_taiwan_4.parquet,c3_frozen,6,9,5.6,2026-07-17T19:39:15,False,False,False,
c3_ft/c3_german_0.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_german_1.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_german_2.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_german_3.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_german_4.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_gmsc_0.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_gmsc_1.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_gmsc_2.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_gmsc_3.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_gmsc_4.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_taiwan_0.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_taiwan_1.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_taiwan_2.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_taiwan_3.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_ft/c3_taiwan_4.parquet,c3_ft,4,9,5.5,2026-07-15T16:45:15,False,False,False,
c3_gmsc_aux0/c3_gmsc_0.parquet,c3_gmsc_aux0,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_aux0/c3_gmsc_1.parquet,c3_gmsc_aux0,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_aux0/c3_gmsc_2.parquet,c3_gmsc_aux0,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_aux0/c3_gmsc_3.parquet,c3_gmsc_aux0,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_aux0/c3_gmsc_4.parquet,c3_gmsc_aux0,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_b16/c3_gmsc_0.parquet,c3_gmsc_b16,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_b16/c3_gmsc_1.parquet,c3_gmsc_b16,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_b16/c3_gmsc_2.parquet,c3_gmsc_b16,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_b16/c3_gmsc_3.parquet,c3_gmsc_b16,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_b16/c3_gmsc_4.parquet,c3_gmsc_b16,1,9,5.4,2026-07-15T03:34:42,False,False,False,
c3_gmsc_plusraw/c3_gmsc_0.parquet,c3_gmsc_plusraw,1,9,5.4,2026-07-15T03:53:05,False,False,False,
c3_gmsc_plusraw/c3_gmsc_1.parquet,c3_gmsc_plusraw,1,9,5.4,2026-07-15T03:53:05,False,False,False,
c3_gmsc_plusraw/c3_gmsc_2.parquet,c3_gmsc_plusraw,1,9,5.4,2026-07-15T03:53:05,False,False,False,
c3_gmsc_plusraw/c3_gmsc_3.parquet,c3_gmsc_plusraw,1,9,5.4,2026-07-15T03:53:05,False,False,False,
c3_gmsc_plusraw/c3_gmsc_4.parquet,c3_gmsc_plusraw,1,9,5.4,2026-07-15T03:53:05,False,False,False,
c3_heloc/c3_heloc_0.parquet,c3_heloc,9,9,5.7,2026-07-17T21:06:06,False,False,False,
c3_heloc/c3_heloc_1.parquet,c3_heloc,9,9,5.7,2026-07-17T21:06:06,False,False,False,
c3_heloc/c3_heloc_2.parquet,c3_heloc,9,9,5.7,2026-07-17T21:06:06,False,False,False,
c3_heloc/c3_heloc_3.parquet,c3_heloc,9,9,5.7,2026-07-17T21:06:06,False,False,False,
c3_heloc/c3_heloc_4.parquet,c3_heloc,9,9,5.7,2026-07-17T21:06:06,False,False,False,
c3_heloc_tok/c3_heloc_0.parquet,c3_heloc_tok,9,10,6.2,2026-07-18T02:42:32,False,False,False,
c3_heloc_tok/c3_heloc_1.parquet,c3_heloc_tok,9,10,6.2,2026-07-18T02:42:32,False,False,False,
c3_heloc_tok/c3_heloc_2.parquet,c3_heloc_tok,9,10,6.2,2026-07-18T02:42:32,False,False,False,
c3_heloc_tok/c3_heloc_3.parquet,c3_heloc_tok,9,10,6.2,2026-07-18T02:42:32,False,False,False,
c3_heloc_tok/c3_heloc_4.parquet,c3_heloc_tok,9,10,6.2,2026-07-18T02:42:32,False,False,False,
c3_massknot/c3_adult_0.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_adult_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_adult_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_adult_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_adult_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_churn_0.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_churn_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_churn_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_churn_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_churn_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_diabetes_0.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_diabetes_1.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_diabetes_2.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_diabetes_3.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_diabetes_4.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_german_0.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_german_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_german_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_german_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_german_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_gmsc_0.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_gmsc_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_gmsc_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_gmsc_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_gmsc_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_heloc_0.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_heloc_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_heloc_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_heloc_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_heloc_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_higgs-small_0.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_higgs-small_1.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_higgs-small_2.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_higgs-small_3.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_higgs-small_4.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_hmeq_0.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_hmeq_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_hmeq_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_hmeq_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_hmeq_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_santander_0.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_santander_1.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_santander_2.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_santander_3.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_santander_4.parquet,c3_massknot,9,13,7.8,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_taiwan_0.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_taiwan_1.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_taiwan_2.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_taiwan_3.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_massknot/c3_taiwan_4.parquet,c3_massknot,9,13,7.7,2026-07-31T19:08:58,True,False,False,
c3_noot/c3_adult_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_adult_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_adult_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_adult_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_adult_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_churn_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_churn_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_churn_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_churn_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_churn_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_diabetes_0.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_diabetes_1.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_diabetes_2.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_diabetes_3.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_diabetes_4.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_german_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_german_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_german_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_german_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_german_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_gmsc_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_gmsc_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_gmsc_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_gmsc_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_gmsc_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_heloc_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_heloc_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_heloc_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_heloc_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_heloc_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_higgs-small_0.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_higgs-small_1.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_higgs-small_2.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_higgs-small_3.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_higgs-small_4.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_hmeq_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_hmeq_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_hmeq_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_hmeq_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_hmeq_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_santander_0.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_santander_1.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_santander_2.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_santander_3.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_santander_4.parquet,c3_noot,3,13,7.6,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_taiwan_0.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_taiwan_1.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_taiwan_2.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_taiwan_3.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot/c3_taiwan_4.parquet,c3_noot,3,13,7.5,2026-07-30T15:38:36,False,False,False,
c3_noot_heloc/c3_heloc_0.parquet,c3_noot_heloc,2,13,7.5,2026-07-30T17:03:07,True,False,False,
c3_noot_heloc/c3_heloc_1.parquet,c3_noot_heloc,2,13,7.5,2026-07-30T17:03:07,True,False,False,
c3_noot_heloc/c3_heloc_2.parquet,c3_noot_heloc,2,13,7.5,2026-07-30T17:03:07,True,False,False,
c3_noot_heloc/c3_heloc_3.parquet,c3_noot_heloc,2,13,7.5,2026-07-30T17:03:07,True,False,False,
c3_noot_heloc/c3_heloc_4.parquet,c3_noot_heloc,2,13,7.5,2026-07-30T17:03:07,True,False,False,
c3_otq/c3_german_0.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_german_1.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_german_2.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_german_3.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_german_4.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_gmsc_0.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_gmsc_1.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_gmsc_2.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_gmsc_3.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_gmsc_4.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_taiwan_0.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_taiwan_1.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_taiwan_2.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_taiwan_3.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_otq/c3_taiwan_4.parquet,c3_otq,2,9,5.4,2026-07-15T03:18:53,False,False,False,
c3_pleinterp/c3_german_0.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_german_1.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_german_2.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_german_3.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_german_4.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_gmsc_0.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_gmsc_1.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_gmsc_2.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_gmsc_3.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_gmsc_4.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_taiwan_0.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_taiwan_1.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_taiwan_2.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_taiwan_3.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pleinterp/c3_taiwan_4.parquet,c3_pleinterp,2,9,5.4,2026-07-15T16:45:15,False,False,False,
c3_pw/c3_adult_0.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_adult_1.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_adult_2.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_adult_3.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_adult_4.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_german_0.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_german_1.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_german_2.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_german_3.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_german_4.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_gmsc_0.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_gmsc_1.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
